idRestaurants,Name,Address,City,State,Zip,DESCRIPTION,Location,Phone
436,DONOHUE CAFETERIA,41 Temple,Boston,MA,2114,Eating & Drinking,"(42.36, -71.06383)",10000000000
437,Donut-N-Donuts Inc.,1 Sullivan,Charlestown,MA,2129,Eating & Drinking w/ Take Out,"(42.377781, -71.06708)",16178869080
438,Dot 2 Dot Cafe,1735 Dorchester,Dorchester,MA,2124,Eating & Drinking,"(42.29105, -71.06302)",16174362368
439,Dot Tavern,840 Dorchester,Dorchester,MA,2125,Eating & Drinking,"(42.322145, -71.0564)",19786638794
440,Dough East Boston,20 Maverick,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.371665, -71.042087)",16173082228
441,Doughboy Donuts & Deli,220 Dorchester,South Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.34012, -71.05676)",16172697560
442,DOUZO JAPANESE RESTAURANT,131 Dartmouth,Boston,MA,2116,Eating & Drinking,"(42.34682, -71.07543)",16176427457
443,DOYLES CAFE,3484 Washington,Jamaica Plain,MA,2130,Eating & Drinking,"(42.30644, -71.10723)",16175530441
444,Dozzi,336 Sumner,East Boston,MA,2128,Eating & Drinking,"(42.367286, -71.035739)",16175610038
445,D'RAFAS RESTAURANT,156 Bunker Hill,Charlestown,MA,2129,Eating & Drinking,"(42.378266, -71.060888)",16173986895
446,Dragon Bowl,396 Brookline,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.33829, -71.10695)",17818886896
447,DRAGON CHEF CHINESE REST.,411 Washington,Brighton,MA,2135,Eating & Drinking w/ Take Out,"(42.349266, -71.15532)",16177826500
448,Dragon Chef East,4198 Washington,Roslindale,MA,2131,Eating & Drinking,"(42.28683, -71.12736)",16173273650
449,Drink,348 Congress,Boston,MA,2210,Eating & Drinking,"(42.35071, -71.04854)",16177429991
450,Drinking Fountain,3520 Washington,Jamaica Plain,MA,2130,Eating & Drinking,"(42.305511, -71.108121)",16175227335
451,Froyo World,157 Harvard,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.351554, -71.13189)",16177874000
452,Back Bay Social Club,867 Boylston,Boston,MA,2116,Eating & Drinking,"(42.34874, -71.083445)",16175232727
453,LUCKY'S,355 Congress,Boston,MA,2127,Eating & Drinking,"(42.350051, -71.04848)",16175232727
454,The Lansdowne,9 Lansdowne,Boston,MA,2215,Eating & Drinking w/ Take Out,"(42.347341, -71.095081)",16175232727
455,Harvard Gardens,310 Cambridge,Boston,MA,2114,Eating & Drinking,"(42.36093, -71.06901)",16175232727
456,Bill's Bar,7 Lansdowne,Boston,MA,2215,Eating & Drinking,"(42.34733, -71.09499)",16175232727
457,DRY DOCK CAFE,7 Dry Dock,Boston,MA,2210,Eating & Drinking,"(42.344287, -71.036123)",16179512999
458,DUBLIN HOUSE,9 Stoughton,Dorchester,MA,2125,Eating & Drinking,"(42.316689, -71.064821)",16172822235
459,Dumpling Cafe Inc.,693 Washington,Boston,MA,2111,Eating & Drinking,"(42.351285, -71.063099)",10000000000
460,Dumpling Gourmet,52 Beach,Boston,MA,2111,Eating & Drinking,"(42.35152, -71.06065)",16173386222
461,Dumpling King,40 Harrison,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.351624, -71.061017)",16175922383
462,DUNKIN DONUT,326 Congress,Boston,MA,2210,Eating & Drinking w/ Take Out,"(42.35118, -71.04926)",12420740000
463,Dunkin Donuts,100 Cambridge,Boston,MA,2114,Eating & Drinking w/ Take Out,"(42.360584, -71.062109)",16175234443
464,Dunkin Donuts,100 Service,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.36914, -71.029816)",16175411911
465,Dunkin Donuts,1200 Hyde Park,Hyde Park,MA,2136,Eating & Drinking w/ Take Out,"(42.257869, -71.12321)",16173642010
466,Dunkin Donuts,127 Tremont,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.356395, -71.061879)",10004644001
467,Dunkin Donuts,153 Massachusetts,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.346437, -71.087599)",16177334679
468,Dunkin Donuts,1580 Dorchester,Dorchester,MA,2122,Eating & Drinking w/ Take Out,"(42.296914, -71.060388)",10009610808
469,Dunkin Donuts,218 Congress,Boston,MA,2110,Eating & Drinking w/ Take Out,"(42.35449, -71.05422)",16173503194
470,Dunkin Donuts,315 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.323016, -71.103877)",10007392117
471,Dunkin Donuts,417 Washington,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.35583, -71.0604)",16172415219
472,Dunkin Donuts,510 Southampton,South Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.32975, -71.05739)",16172699894
473,Scampo,215 Charles,Boston,MA,2114,Eating & Drinking,"(42.361968, -71.070175)",16175232727
474,Dunkin Donuts,60 Everett,Brighton,MA,2134,Eating & Drinking w/ Take Out,"(42.35654, -71.13923)",16176662083
475,Dunkin Donuts,711 Atlantic,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.35116, -71.05667)",16174644001
476,Dunkin Donuts,715 Boylston,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.34965, -71.08001)",16172677153
477,Dunkin Donuts,750 Washington,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.350078, -71.063059)",16172415788
478,Dunkin' Donuts,1131 Tremont,Boston,MA,2120,Eating & Drinking w/ Take Out,"(42.335545, -71.088188)",16175411911
479,Dunkin' Donuts,1236 Dorchester,Dorchester,MA,2125,Eating & Drinking w/ Take Out,"(42.308431, -71.058031)",10002825500
480,Dunkin' Donuts,1926 Columbus,Roxbury,MA,2119,Eating & Drinking w/ Take Out,"(42.317029, -71.098011)",16175411911
481,Dunkin' Donuts,22 Beacon,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.357706, -71.062899)",16174644001
482,Dunkin' Donuts,2290 Dorchester,Dorchester,MA,2124,Eating & Drinking w/ Take Out,"(42.272382, -71.067789)",10002982304
483,Dunkin' Donuts,235 Washington,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.358127, -71.058161)",16172481987
484,Dunkin' Donuts,2360 Washington,Roxbury,MA,2119,Eating & Drinking w/ Take Out,"(42.32937, -71.08446)",16174272800
485,Dunkin' Donuts,256 Boston,Dorchester,MA,2125,Eating & Drinking w/ Take Out,"(42.32087, -71.06091)",10000000000
486,Dunkin' Donuts,268 Summer,Boston,MA,2210,Eating & Drinking w/ Take Out,"(42.350514, -71.050275)",1617000000
487,Dunkin' Donuts,430 Stuart,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.34841, -71.07503)",16174644001
488,Dunkin' Donuts,482 Broadway,South Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.335603, -71.045528)",10008280298
489,Dunkin' Donuts,7 Walk Hill,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.29556, -71.1161)",10009831902
490,Dunkin' Donuts,847 Dorchester,Dorchester,MA,2125,Eating & Drinking w/ Take Out,"(42.32179, -71.05698)",10000000000
491,Dunkin' Donuts,99 Cambridge,Charlestown,MA,2129,Eating & Drinking w/ Take Out,"(42.38254, -71.0792)",16172429406
492,DUNKIN DONUTS',20 North,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.360691, -71.056346)",19788981250
493,DUNKIN DONUTS',800 Boylston,Boston,MA,2199,Eating & Drinking w/ Take Out,"(42.347296, -71.081457)",19784201220
494,DUNKIN' DONUTS #0311,818 Harrison,Roxbury,MA,2118,Eating & Drinking,"(42.334723, -71.073488)",16172470745
495,Dunkin Donuts (1447 Tremont St.),1447 Tremont,Mission Hill,MA,2120,Eating & Drinking w/ Take Out,"(42.33198, -71.09681)",10000000000
496,Dunkin Donuts (219 Cambridge),219 Cambridge,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.358225, -71.126256)",16177871608
497,Dunkin Donuts (48 W Broadway),48 Broadway,South Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.342384, -71.055735)",16174644001
498,Dunkin Donuts (895 Morton St.),895 Morton,Mattapan,MA,2126,Eating & Drinking w/ Take Out,"(42.28044, -71.084139)",16175411911
499,DUNKIN DONUTS (ALLSTON),509 Cambridge,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.35342, -71.138458)",16178166882
500,DUNKIN DONUTS (BAY ROAD),684 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.311843, -71.114001)",17817184971
501,DUNKIN' DONUTS (BRIGHTON),350 Washington,Brighton,MA,2135,Eating & Drinking,"(42.34893, -71.153098)",16172415219
502,Dunkin Donuts (Canal St.),168 Canal,Boston,MA,2114,Eating & Drinking w/ Take Out,"(42.365016, -71.061179)",16173888884
503,Dunkin Donuts (Causeway St.),55 Causeway,Boston,MA,2114,Eating & Drinking w/ Take Out,"(42.36431, -71.06294)",16173675757
504,DUNKIN DONUTS (CITY PLACE),8 Park,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.351362, -71.06874)",16172415219
505,DUNKIN' DONUTS (LEGION DONUTS),684 American Legion,Roslindale,MA,2131,Eating & Drinking w/ Take Out,"(42.283596, -71.112514)",10005243853
506,DUNKIN DONUTS (WEST ROXBURY),5305 Washington,West Roxbury,MA,2132,Eating & Drinking w/ Take Out,"(42.25864, -71.16071)",16173393331
507,Dunkin Donuts @ MBTA Station,145 Dartmouth,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.34738, -71.07484)",16172677153
508,DUNKIN DONUTS BLUE HILL AVE,456 Blue Hill,Dorchester,MA,2121,Eating & Drinking w/ Take Out,"(42.309398, -71.08204)",16175411911
509,Dunkin Donuts Kiosk,640 Atlantic,Boston,MA,2110,Eating & Drinking w/ Take Out,"(42.350021, -71.055941)",16173503194
510,Dunkin Donuts(757 Centre St.),757 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.31045, -71.11519)",16175249420
511,Dunkin' Donuts(C.A. Donuts),155 Spring,West Roxbury,MA,2132,Eating & Drinking w/ Take Out,"(42.27646, -71.16677)",16173239128
512,DUNKIN DONUTS(FRANKLIN),265 Franklin,Boston,MA,2110,Eating & Drinking w/ Take Out,"(42.35651, -71.05332)",16174644001
513,DUNKIN' DONUTS(RMG DONUTS LLC),13 Maverick,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.368982, -71.039212)",16175694919
514,DUNKIN' DONUTS(RMG DONUTS LLC),951 Bennington,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.38589, -71.00835)",16175694919
515,DUNKIN DONUTS(STATION DONUTS),4610 Washington,Roslindale,MA,2131,Eating & Drinking w/ Take Out,"(42.275401, -71.139268)",17813440172
516,Dunkin Donuts/1138 Washington St.,1138 Washington,Roxbury,MA,2118,Eating & Drinking w/ Take Out,"(42.343695, -71.065841)",16174749937
517,DUNKIN' DONUTS/BASKIN ROBINS,80 Boylston,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.352225, -71.064909)",16175424606
518,DUNKIN DONUTS/GALLERIA,340 Longwood,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.338284, -71.106989)",16172415219
519,DUNKIN DONUTS/HYDE PK AVE,1800 Hyde Park,Hyde Park,MA,2136,Eating & Drinking w/ Take Out,"(42.237883, -71.132132)",17813952060
520,Towne,880 Boylston,Boston,MA,2116,Eating & Drinking,"(42.34753, -71.08411)",16175232727
521,DUNKIN' DONUTS/WATERMARK,1 Summer,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.3547, -71.06024)",16177829102
522,DUNKIN' DONUTS-WATERMARK,111 State,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.359035, -71.054823)",16175231451
523,DUNKIN/DONUT/WATERMARK,630 Washington,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.352216, -71.062379)",16174643796
524,DUNKIN'DONUTS/WATERMARK,101 Summer,Boston,MA,2110,Eating & Drinking w/ Take Out,"(42.35362, -71.05824)",16174644001
525,Durty Nellie's,108 Blackstone,Boston,MA,2109,Eating & Drinking,"(42.361696, -71.056576)",10000000000
526,East Boston House of Pizza,271 Meridian,East Boston,MA,2128,Eating & Drinking,"(42.3763, -71.038959)",17816080899
527,EAST OCEAN CITY,25 Beach,Boston,MA,2111,Eating & Drinking,"(42.351311, -71.06182)",16175422504
528,East Roof Production Kitchen,2597 Beacon,Brighton,MA,2135,Eating & Drinking w/ Take Out,"(42.336249, -71.166434)",16175523181
529,Ecco,107 Porter,East Boston,MA,2128,Eating & Drinking,"(42.37299, -71.036155)",16175611112
530,Ecco Pizzeria,1147 Commonwealth,Allston,MA,2134,Eating & Drinking,"(42.350908, -71.127439)",16179351581
531,Edu and Den's Restaurant,637 River,Mattapan,MA,2126,Eating & Drinking,"(42.265164, -71.099382)",16176988800
532,EGLESTON PIZZA,3080 Washington,Roxbury,MA,2119,Eating & Drinking w/ Take Out,"(42.31545, -71.09841)",17813200097
533,EL CHALAN,405 Chelsea,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.379767, -71.027)",16170000000
534,CRISPY CREPES CAFE,714 Commonwealth,Boston,MA,2215,Eating & Drinking w/ Take Out,"(42.349573, -71.105658)",16178599585
535,Squeeze Juice Company,53 State,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.35876, -71.0562)",16174597511
536,Invi Restaurant,765 Morton,Mattapan,MA,2126,Eating & Drinking w/ Take Out,"(42.283328, -71.089341)",16173223716
537,Boston Bagel Company,753 Broadway,South Boston,MA,2127,Eating & Drinking,"(42.335436, -71.035227)",17817279447
538,Yo Berry,124 Dorchester,South Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.33487, -71.04646)",17818445959
539,New Market Pizza & Grill,850 Massachusetts,Roxbury,MA,2119,Eating & Drinking w/ Take Out,"(42.33208, -71.07102)",16174271444
540,Render Coffee @ 121,50 Milk,Boston,MA,2109,Eating & Drinking,"(42.35701, -71.05761)",16172946555
541,Champion Club,4 Yawkey,Boston,MA,2215,Eating & Drinking,"(42.346723, -71.09868)",16175366683
542,Starbucks Coffee,305 Congress,Boston,MA,2210,Eating & Drinking w/ Take Out,"(42.351231, -71.050594)",16035055633
543,La Lechonera Restaurant,342 Cummins,Roslindale,MA,2131,Eating & Drinking w/ Take Out,"(42.2788, -71.11601)",16173230311
544,The Boxer dba Finch,105 Merrimac,Boston,MA,2114,Eating & Drinking,"(42.363881, -71.062398)",16176240202
545,Panera Bread,8 Allstate,Dorchester,MA,2125,Eating & Drinking,"(42.32656, -71.06169)",16172470179
546,El Dugout,122 Seaver,Dorchester,MA,2121,Eating & Drinking w/ Take Out,"(42.30992, -71.09152)",16174425515
547,EL EMBAJADOR RESTAURANT,3371 Washington,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.3091, -71.10514)",10005226812
548,EL KIOSCO,972 Saratoga,East Boston,MA,2128,Eating & Drinking,"(42.387091, -71.00758)",16178400332
549,El Oriental De Cuba,414 Centre,Jamaica Plain,MA,2130,Eating & Drinking,"(42.32076, -71.11047)",16175246464
550,El Paisa II,215 Border,East Boston,MA,2128,Eating & Drinking,"(42.375594, -71.039554)",10000000000
551,El Pelon,2193 Commonwealth,Brighton,MA,2135,Eating & Drinking w/ Take Out,"(42.340294, -71.166405)",10000000000
552,El Pelon Taqueria,84 Peterborough,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.343077, -71.09911)",16172629090
553,EL PENOL RESTAURANT,54 Bennington,East Boston,MA,2128,Eating & Drinking,"(42.375798, -71.037101)",16175690100
554,Elephant & Castle Pub and Restaurant,161 Devonshire,Boston,MA,2110,Eating & Drinking,"(42.356286, -71.0575)",16173509977
555,ELITE DONUT SHOP,350 Bennington,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.379626, -71.026928)",16175679278
556,Ellis Memorial Adult Day Health,95 Berkeley,Boston,MA,2116,Eating & Drinking,"(42.347281, -71.070818)",16176959307
557,Emack & Bolio's,1 Chelsea,Charlestown,MA,2129,Eating & Drinking w/ Take Out,"(42.3712, -71.061707)",16172322753
558,Emack & Bolio's,290 Newbury,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.34882, -71.08456)",10000000000
559,EMBASSY SUITES BOSTON (FS),207 Porter,East Boston,MA,2128,Eating & Drinking,"(42.370435, -71.031732)",16175675000
560,EMILIOS PIZZA & SUBS,536 Tremont,Roxbury,MA,2116,Eating & Drinking w/ Take Out,"(42.344289, -71.07056)",16174234083
561,EMMETS IRISH PUB,6 Beacon,Boston,MA,2108,Eating & Drinking,"(42.35799, -71.06161)",16177428565
562,Equal Exchange,226 Causeway,Boston,MA,2114,Eating & Drinking w/ Take Out,"(42.36664, -71.05943)",17173304188
563,EQUATOR RESTAURANT,1721 Washington,Roxbury,MA,2118,Eating & Drinking,"(42.337071, -71.076601)",16175366386
564,Erbaluce,69 Church,Boston,MA,2116,Eating & Drinking,"(42.35015, -71.06839)",16174266969
565,ERIC LINDEMAN,25 Staniford,Boston,MA,2114,Eating & Drinking,"(42.362154, -71.063531)",17812242488
566,Erie Pub,791 Adams,Dorchester,MA,2124,Eating & Drinking,"(42.28316, -71.05602)",16174360088
567,Ernestos Pizza,69 Salem,Boston,MA,2113,Eating & Drinking,"(42.36335, -71.05584)",16175231373
568,Esperia Grill & Rotisserie,344 Washington,Brighton,MA,2135,Eating & Drinking w/ Take Out,"(42.348845, -71.152913)",16172548337
569,Espresso Love Cafe,33 Broad,Boston,MA,2109,Eating & Drinking,"(42.35843, -71.0545)",15122933546
570,Ester,2261 Dorchester,Dorchester,MA,2124,Eating & Drinking,"(42.27317, -71.06801)",16176982261
571,ETHEL & ANDY'S SUB SHOP,134 K,South Boston,MA,2127,Eating & Drinking w/ Take Out,"(42.338232, -71.037339)",16172699775
572,EUGENE O' NEILLS,3700 Washington,Jamaica Plain,MA,2130,Eating & Drinking,"(42.30053, -71.112809)",17814149454
573,EUREST @BOA CAFETERIA/CATERING,100 Federal,Boston,MA,2110,Eating & Drinking,"(42.35477, -71.05613)",16174347317
574,Express Pizzeria,3381 Washington,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.30884, -71.10539)",16179428968
575,Extreme Pita,275 Babcock,Boston,MA,2215,Eating & Drinking,"(42.352916, -71.12052)",16173532947
576,FAJITAS & RITAS INC.,25 West,Boston,MA,2111,Eating & Drinking,"(42.35485, -71.06237)",16174261266
577,State Street Sushi,92 State,Boston,MA,2109,Eating & Drinking,"(42.359232, -71.05532)",17816263901
578,Falafel King,262 Washington,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.35774, -71.05784)",16172276400
579,Falafel King I I I,62 Summer,Boston,MA,2110,Eating & Drinking,"(42.35432, -71.058621)",16178692741
580,FARAH'S CAFE RESTAURANT,1158 River,Hyde Park,MA,2136,Eating & Drinking,"(42.256378, -71.120349)",16179103203
581,Felcaro Pizzeria,276 Cambridge,Boston,MA,2114,Eating & Drinking,"(42.360949, -71.068013)",16177420011
582,Fenmore American Bistro,645 Beacon,Boston,MA,2215,Eating & Drinking,"(42.348363, -71.097697)",16173911802
583,Fenway Cafe,61 Brookline,Boston,MA,2215,Eating & Drinking w/ Take Out,"(42.347163, -71.099081)",16172621020
584,Fidelity Cafe,245 Summer,Boston,MA,2210,Eating & Drinking,"(42.351395, -71.053852)",16176920041
585,Fidelity Coffee Bar,245 Summer,Boston,MA,2210,Eating & Drinking,"(42.351395, -71.053852)",16176920041
586,FIGARO'S BOSTON DELICATESSEN,105 Beach,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.35071, -71.05826)",16174262121
587,FIG'S,42 Charles,Boston,MA,2108,Eating & Drinking,"(42.357234, -71.070195)",16177423447
588,FIG'S,67 Main,Charlestown,MA,2129,Eating & Drinking,"(42.373647, -71.06239)",16172422229
589,FILIPPO'S,283 Causeway,Boston,MA,2114,Eating & Drinking,"(42.366963, -71.05818)",16177424143
590,FILL A BUSTER,130 Bowdoin,Boston,MA,2108,Eating & Drinking w/ Take Out,"(42.35857, -71.06258)",10005238164
591,Finagle A Bagel,275 Cambridge,Boston,MA,2114,Eating & Drinking w/ Take Out,"(42.361357, -71.068227)",16172138400
592,FINAGLE-A-BAGEL,535 Boylston,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.35087, -71.07558)",16172138400
593,FIN'S SUSHI & GRILL,240 Cambridge,Boston,MA,2114,Eating & Drinking,"(42.360986, -71.066858)",16176695420
594,FIN'S SUSHI & GRILL,62 Boylston,Boston,MA,2116,Eating & Drinking,"(42.35199, -71.06439)",16176695420
595,Fins Sushi & Grill  Inc.,354 Chestnut Hill,Brighton,MA,2135,Eating & Drinking w/ Take Out,"(42.33691, -71.15157)",16177310018
596,Fins Sushi & Grill 2,636 Beacon,Boston,MA,2215,Eating & Drinking,"(42.349571, -71.095239)",16176695420
597,Fiorella's Express,2 Tremont,Brighton,MA,2135,Eating & Drinking w/ Take Out,"(42.350616, -71.172334)",16177830999
598,Fiouna's,90 Peterborough,Boston,MA,2215,Eating & Drinking w/ Take Out,"(42.343074, -71.099029)",16174582115
599,FIRE & ICE,31 Saint James,Boston,MA,2116,Eating & Drinking,"(42.351109, -71.07458)",16174823473
600,FISHER COLLEGE,118 Beacon,Boston,MA,2116,Eating & Drinking,"(42.35525, -71.07414)",18009998989
601,Fisher College Cafe,118 Beacon,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.35525, -71.07414)",16179088096
602,Five Guys Burgers & Fries,261 Huntington,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.342036, -71.086429)",19789693772
603,Five Horses Tavern,535 Columbus,Roxbury,MA,2118,Eating & Drinking,"(42.341856, -71.08056)",16177641655
604,Five Star Pizza & Grill,614 Gallivan,Dorchester,MA,2124,Eating & Drinking w/ Take Out,"(42.283597, -71.050828)",16178255554
605,Flame Cafe,2 Oliver,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.357262, -71.054578)",18572399527
606,FLAMES RESTAURANT,663 Morton,Mattapan,MA,2126,Eating & Drinking w/ Take Out,"(42.28521, -71.09331)",16175949827
607,FLAMES RESTAURANT,746 Huntington,Mission Hill,MA,2116,Eating & Drinking w/ Take Out,"(42.333629, -71.105491)",16175949827
608,FLANN O'BRIENS,1619 Tremont,Roxbury,MA,2120,Eating & Drinking,"(42.333842, -71.103341)",16175664148
609,Flat Black Coffee,260 Franklin,Boston,MA,2109,Eating & Drinking,"(42.35693, -71.05399)",16175497546
610,FLAT BLACK COFFEE CO. LTD.,1170 Washington,Dorchester,MA,2124,Eating & Drinking w/ Take Out,"(42.272412, -71.068339)",16177315482
611,FLEMING'S PRIME STEAKHOUSE,217 Stuart,Boston,MA,2116,Eating & Drinking,"(42.350893, -71.068129)",18132821225
612,FLIK INTERNATIONAL,60 State,Boston,MA,2109,Eating & Drinking w/ Take Out,"(42.35927, -71.05643)",16175265403
613,Flik International @ Merck & Co.,33 Avenue Louis Pasteur,Boston,MA,2115,Eating & Drinking w/ Take Out,"(42.339769, -71.103259)",16179922274
614,FLORIAN RESTAURANT,55 Hallet,Dorchester,MA,2124,Eating & Drinking,"(42.282376, -71.047658)",16172886666
615,Flour Bakery & Cafe,12 Farnsworth,Boston,MA,2210,Eating & Drinking w/ Take Out,"(42.35137, -71.04881)",16173384333
616,FLOUR BAKERY & CAFE,131 Clarendon,Boston,MA,2116,Eating & Drinking,"(42.34839, -71.07384)",10000000000
617,FLOUR BAKERY & CAFE,1595 Washington,Roxbury,MA,2114,Eating & Drinking w/ Take Out,"(42.338323, -71.07488)",16172674300
618,Fogo de Chao - Churrascaria,10 Huntington,Boston,MA,2116,Eating & Drinking,"(42.348545, -71.077314)",10000000000
619,Fomu,477 Cambridge,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.3538, -71.13733)",10000000000
620,Fomu,615 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.31435, -71.11429)",10000000000
621,FOOD WALL CHINESE,387 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.32228, -71.10956)",16175246636
622,Four Seasons Hotel Boston,200 Boylston,Boston,MA,2116,Eating & Drinking,"(42.35221, -71.06809)",13384400000
623,Four Winds,266 Commercial,Boston,MA,2109,Eating & Drinking,"(42.36432, -71.05135)",16177423922
624,FOUR'S BOSTON,162 Canal,Boston,MA,2114,Eating & Drinking,"(42.36502, -71.06097)",10007204455
625,FRANKLIN CAFE,278 Shawmut,Roxbury,MA,2118,Eating & Drinking,"(42.342938, -71.06889)",16173500010
626,Freeport Street Cafeteria,179 Freeport,Dorchester,MA,2122,Eating & Drinking,"(42.30375, -71.05454)",16176911560
627,Fresh City,100 Terminal,East Boston,MA,2128,Eating & Drinking w/ Take Out,"(42.364539, -71.021817)",16036823082
628,Fresh Life Cafe @ Tuft's Medical Ctr.,750 Washington,Boston,MA,2111,Eating & Drinking w/ Take Out,"(42.350078, -71.063059)",16176369820
629,Casa Verde,711 Centre,Jamaica Plain,MA,2130,Eating & Drinking w/ Take Out,"(42.311378, -71.114669)",19789965805
630,Joy Luck Restaurant,680 Washington,Boston,MA,2111,Eating & Drinking,"(42.351393, -71.062629)",16179812378
631,LaColombe Torrefaction Inc.,745 Atlantic,Boston,MA,2111,Eating & Drinking,"(42.35031, -71.0571)",12154262011
632,El Sazon De Las Munecas Inc,264 Hyde Park,Jamaica Plain,MA,2130,Eating & Drinking,"(42.292509, -71.117519)",16175222455
633,Energize,610 Washington,Brighton,MA,2135,Eating & Drinking,"(42.35044, -71.16784)",17812907769
634,Olitoki,66 Brighton,Allston,MA,2134,Eating & Drinking w/ Take Out,"(42.3524, -71.12881)",16172025038
635,Saigon Seafood Restaurant,270 Adams,Dorchester,MA,2122,Eating & Drinking,"(42.299952, -71.058533)",16172651008
636,PS Coffee,4252 Washington,Roslindale,MA,2131,Eating & Drinking w/ Take Out,"(42.285411, -71.128978)",16172695622
637,Sweetgreen,15 School,Boston,MA,2108,Eating & Drinking,"(42.357648, -71.058776)",16033128613
638,Ruth Mulan Chu Chao Center,49 Harvard,Boston,MA,2163,Eating & Drinking,"(42.366649, -71.119992)",16173845823
639,Scopa,319 Hanover,Boston,MA,2113,Eating & Drinking,"(42.364038, -71.054008)",16175435650
640,Freshii,100 High,Boston,MA,2110,Eating & Drinking,"(42.354448, -71.05536)",10000000000
641,Frost Ice Bar,200 State,Boston,MA,2109,Eating & Drinking,"(42.36003, -71.05319)",10000000000
642,Fruitata Inc.,800 Boylston,Boston,MA,2199,Eating & Drinking w/ Take Out,"(42.347296, -71.081457)",16179826147
643,Fuel America,152 Chestnut Hill,Brighton,MA,2135,Eating & Drinking,"(42.34145, -71.15433)",17814241604
644,FunTea Cafe,1460 Dorchester,Dorchester,MA,2122,Eating & Drinking,"(42.30074, -71.05978)",16172888882
645,Future Chefs,545 Albany,Roxbury,MA,2118,Eating & Drinking,"(42.33803, -71.0675)",16176204964
646,Ga Ga Seafood Restaurant,23 Tyler,Boston,MA,2111,Eating & Drinking,"(42.350724, -71.060979)",10000000000
647,GALLERIA UMBERTO,287 Hanover,Boston,MA,2113,Eating & Drinking w/ Take Out,"(42.36372, -71.05425)",10000000000
648,Galway House Inc,710 Centre,Jamaica Plain,MA,2130,Eating & Drinking,"(42.311267, -71.114278)",16175249677
649,Garden Halal Restaurant,96 Blackstone,Boston,MA,2109,Eating & Drinking,"(42.361495, -71.056409)",19787263121
650,Gaslight and Greenlight Cafe,560 Harrison,Roxbury,MA,2118,Eating & Drinking,"(42.34081, -71.06744)",16174220224
651,Gavin Foundation Inc.,535 Broadway,South Boston,MA,2127,Eating & Drinking,"(42.335263, -71.042749)",16172685517
652,Wens Rice Noodle & Ramen,247 Newbury,Boston,MA,2116,Eating & Drinking w/ Take Out,"(42.34978, -71.08272)",17816059889
